gen_data,true_data
คลินิกเวชกรรๅกลว้ยน้าไทสาขาชุมชน70ไร่,คลินิกเวชกรรมกล้วยน้าไทสาขาชุมชน70ไร่
คลินิ๊เวชกรรมกลว้ยน้าไทสาขาทุ่งสองหอ้ง,คลินิกเวชกรรมกล้วยน้าไทสาขาทุ่งสองหอ้ง
คลินิกเวชๅรรมกลว้ยน้าไทสาขาสุขุมวิท56,คลินิกเวชกรรมกล้วยน้าไทสาขาสุขุมวิท56
คลินิกเวชกรรมกลว้ยน้าไทสา6าสุขุมวิท93,คลินิกเวชกรรมกล้วยน้าไทสาขาสุขุมวิท93
คลินิกเวชก๋รมจุฬารัตน์12(เกตเวย์),คลินิกเวชกรรมจุฬารัตน์12(เกตเวย์)
คลินิกเวชกรร/จุฬารัตน์2,คลินิกเวชกรรมจุฬารัตน์2
คลินิกเวชกรรมจุฬาฉัตน์4,คลินิกเวชกรรมจุฬารัตน์4
คปินิกเวชกรรมจุฬารัตน์7,คลินิกเวชกรรมจุฬารัตน์7
คลินิกเว2กรรมจุฬารัตน์8,คลินิกเวชกรรมจุฬารัตน์8
คลินิกเวชกตรมจุฬารัตน์อาคเนย์,คลินิกเวชกรรมจุฬารัตน์อาคเนย์
คคินิกเวชกรรมเฟิร์สเวสเทอร์น,คลินิกเวชกรรมเฟิร์สเวสเทอร์น
คลินิกเวชกรรมเมโยสาขาซันทาวเวอร์สบ็,คลินิกเวชกรรมเมโยสาขาซันทาวเวอร์สบี
คล๊นิกเวชกรรมสมิติเวชเครือสหพัฒน์,คลินิกเวชกรรมสมิติเวชเครือสหพัฒน์
คลินิกเวชกรรมสมิติเวชบ้านบึพ,คลินิกเวชกรรมสมิติเวชบ้านบึง
คลินิกเวชกรรมสมิติเวชแหลมูบัง,คลินิกเวชกรรมสมิติเวชแหลมฉบัง
คแินิกอินเตอร์เนชั่นแนลเกาะชา้ง,คลินิกอินเตอร์เนชั่นแนลเกาะชา้ง
คลินิคเกษมรา๊ฎร์ศรีบุรินทร์สาขาอาเภอเชียงแสน,คลินิคเกษมราษฎร์ศรีบุรินทร์สาขาอาเภอเชียงแสน
คลินิคบ้านศักฟัน,คลินิคบ้านรักฟัน
เซ็นทรัลเมดิกคลินิกเวชกรรมสา-าเกษตร,เซ็นทรัลเมดิกคลินิกเวชกรรมสาขาเกษตร
